event_id,order_id,customer_id,event_type,event_timestamp,customer_name,customer_email,customer_city,customer_state,payment_value,lifecycle_step
abcee598-817b-4e98-82bd-848f0cffc4ec,9a656df8-1ca5-4ad0-b5a1-b9449ed3e99a,64cc101c-2360-44a3-bde6-5c20378e7c67,order_shipped,2025-11-05 13:10:58.201676 UTC,Heitor da Conceição,csantos@example.org,Lopes de da Conceição,MG,,3
0f1c1beb-c915-40fa-b42b-9e554a878252,9a656df8-1ca5-4ad0-b5a1-b9449ed3e99a,64cc101c-2360-44a3-bde6-5c20378e7c67,order_delivered,2025-11-07 01:10:58.201676 UTC,Valentina Moraes,montenegrokevin@example.net,Ribeiro,MG,,4
746fa4e3-9ea2-4cdf-be8c-2e49b7e7723a,7b2b6d0f-54eb-4456-95cf-9863fd7849e7,7281e69c-9c57-40a5-9596-cae81d6c729e,order_created,2025-11-05 07:10:38.071051 UTC,Mariah das Neves,rcassiano@example.org,da Rocha,RJ,,1
8545ac20-f99e-4def-a1da-c4bae8223c6e,7b2b6d0f-54eb-4456-95cf-9863fd7849e7,7281e69c-9c57-40a5-9596-cae81d6c729e,order_paid,2025-11-05 09:10:38.071051 UTC,Bryan Almeida,efarias@example.org,Aparecida,RJ,342.96,2
f70913f1-9034-48d2-93da-1a4469829789,7b2b6d0f-54eb-4456-95cf-9863fd7849e7,7281e69c-9c57-40a5-9596-cae81d6c729e,order_shipped,2025-11-05 19:10:38.071051 UTC,Antônio Cunha,vda-rocha@example.com,Costela,RJ,,3
4d97f256-f187-4696-bb73-ad2233ad7afb,7b2b6d0f-54eb-4456-95cf-9863fd7849e7,7281e69c-9c57-40a5-9596-cae81d6c729e,order_delivered,2025-11-07 07:10:38.071051 UTC,Maria Nogueira,xgomes@example.com,Borges Alegre,RJ,,4
b3f0b4b6-2b75-4304-9891-c04dc27673ff,28cea45e-a7cc-422f-b3be-1c8df349963e,3b9f45bc-e5e3-4de7-9012-22b09a197195,order_created,2025-11-05 22:10:38.071051 UTC,Lívia da Luz,joaquimcampos@example.org,Costela do Sul,SP,,1
ec3a7d9e-473d-4b26-a16d-97c7b16d241b,28cea45e-a7cc-422f-b3be-1c8df349963e,3b9f45bc-e5e3-4de7-9012-22b09a197195,order_paid,2025-11-06 00:10:38.071051 UTC,Matteo Duarte,lpires@example.org,da Cunha,SP,205.03,2
ae7afc0c-5a2d-4017-8239-37b8d3e7c228,28cea45e-a7cc-422f-b3be-1c8df349963e,3b9f45bc-e5e3-4de7-9012-22b09a197195,order_shipped,2025-11-06 10:10:38.071051 UTC,Joana Rodrigues,ipastor@example.org,Freitas,SP,,3
fd994ae1-8631-4a1e-a5b9-1b0bdd0e1f22,28cea45e-a7cc-422f-b3be-1c8df349963e,3b9f45bc-e5e3-4de7-9012-22b09a197195,order_delivered,2025-11-07 22:10:38.071051 UTC,Sra. Ana Beatriz Melo,jadeandrade@example.net,Martins,SP,,4
fb5cffd4-674d-4426-b5b6-b9400952a194,289e9911-1a3e-46a3-8bcf-db4e0d048cb8,b4143959-8ce5-4e5c-a797-d2f2f2215a2f,order_created,2025-11-05 13:10:38.071051 UTC,Eloah Gonçalves,erios@example.net,Rodrigues,RJ,,1
dae0ebd1-1d24-419c-8f32-a6243b879c04,289e9911-1a3e-46a3-8bcf-db4e0d048cb8,b4143959-8ce5-4e5c-a797-d2f2f2215a2f,order_paid,2025-11-05 15:10:38.071051 UTC,Isabelly Fernandes,rezenderaquel@example.net,da Paz de Cardoso,RJ,269.65,2
737ad2a2-15e7-4b76-9467-963a9dafbbdf,289e9911-1a3e-46a3-8bcf-db4e0d048cb8,b4143959-8ce5-4e5c-a797-d2f2f2215a2f,order_shipped,2025-11-06 01:10:38.071051 UTC,André Cassiano,camaraheitor@example.org,Peixoto de da Cruz,RJ,,3
0aeeeff3-d513-42bc-a5de-e5401adb97ad,289e9911-1a3e-46a3-8bcf-db4e0d048cb8,b4143959-8ce5-4e5c-a797-d2f2f2215a2f,order_delivered,2025-11-07 13:10:38.071051 UTC,Vinícius Correia,jose-miguel96@example.com,Pacheco da Prata,RJ,,4
15e709e9-2012-442a-bb7d-70413dee136e,efe53214-77e8-4e8d-996e-b02042ab5542,771d404e-20fd-45ec-b1ab-77ea940eb780,order_created,2025-11-05 21:12:30.38651 UTC,Isabel Gonçalves,vborges@example.org,Sampaio,SP,,1
db9da105-83b1-4ce6-846d-1080cf22c226,efe53214-77e8-4e8d-996e-b02042ab5542,771d404e-20fd-45ec-b1ab-77ea940eb780,order_paid,2025-11-05 23:12:30.38651 UTC,Ester Carvalho,ssilveira@example.net,Costela,SP,78.35,2
176252df-f25b-4833-b949-f3ec36befc7b,efe53214-77e8-4e8d-996e-b02042ab5542,771d404e-20fd-45ec-b1ab-77ea940eb780,order_shipped,2025-11-06 09:12:30.38651 UTC,Srta. Alexia Carvalho,luan20@example.com,da Paz de Lima,SP,,3
f68d0b6f-4749-42c4-9e3c-b018540423bf,efe53214-77e8-4e8d-996e-b02042ab5542,771d404e-20fd-45ec-b1ab-77ea940eb780,order_delivered,2025-11-07 21:12:30.38651 UTC,Enzo Gabriel Macedo,lais49@example.org,Marques,SP,,4
8530a520-3f7a-4cc8-a6ed-07f84d8f877f,85cfa19f-f829-44cc-b4ce-b780bf72515c,d6995cd7-36b2-4dce-8c81-450edad2ae6e,order_created,2025-11-06 01:12:30.38651 UTC,Isaque Moreira,qrodrigues@example.org,Araújo,SP,,1
360e3381-a3e6-4710-99a5-66ef11d02e54,85cfa19f-f829-44cc-b4ce-b780bf72515c,d6995cd7-36b2-4dce-8c81-450edad2ae6e,order_paid,2025-11-06 03:12:30.38651 UTC,Allana Santos,yanvargas@example.net,Correia,SP,135.01,2
900bceb1-9061-47a8-be85-603927d83d04,85cfa19f-f829-44cc-b4ce-b780bf72515c,d6995cd7-36b2-4dce-8c81-450edad2ae6e,order_shipped,2025-11-06 13:12:30.38651 UTC,Arthur Ramos,alice30@example.com,Gomes,SP,,3
323ee0a0-ff40-4ed0-b027-7b51b0b639a2,85cfa19f-f829-44cc-b4ce-b780bf72515c,d6995cd7-36b2-4dce-8c81-450edad2ae6e,order_delivered,2025-11-08 01:12:30.38651 UTC,Srta. Aylla da Mata,lda-conceicao@example.net,da Conceição do Campo,SP,,4
5f54f843-121d-453a-9787-f8a9b1f0becc,15d49601-d906-4d3c-8fd9-6e202d66dfd2,a28316de-b964-44e9-977a-67220bc10f98,order_created,2025-11-05 07:12:30.38651 UTC,Sra. Maria Isis Silveira,brunamontenegro@example.com,Sá de Sampaio,RJ,,1
27da34f6-0972-4a7a-add9-bd6888ab892b,15d49601-d906-4d3c-8fd9-6e202d66dfd2,a28316de-b964-44e9-977a-67220bc10f98,order_paid,2025-11-05 09:12:30.38651 UTC,Manuella da Costa,gviana@example.org,Albuquerque do Norte,RJ,203.54,2
99223fcf-4264-4544-9223-9a4c748c38f8,15d49601-d906-4d3c-8fd9-6e202d66dfd2,a28316de-b964-44e9-977a-67220bc10f98,order_shipped,2025-11-05 19:12:30.38651 UTC,Sr. João Gabriel Casa Grande,anthonyda-costa@example.org,Teixeira,RJ,,3
b1710957-8356-4cb6-a081-3d1a2f69b3fe,15d49601-d906-4d3c-8fd9-6e202d66dfd2,a28316de-b964-44e9-977a-67220bc10f98,order_delivered,2025-11-07 07:12:30.38651 UTC,Pietro Costa,viniciusrios@example.com,Abreu da Mata,RJ,,4
90013376-69c2-40dc-b3bc-d7af49f20ca1,8fd3cf51-7718-4f8e-98fb-d4ecb6b7ce98,c8b8079e-f18e-4d25-b88e-fef085283385,order_created,2025-11-05 20:11:33.470512 UTC,Sr. Pedro Brito,jda-luz@example.com,Campos,SP,,1
f7817d60-4239-4f3b-88a2-86a278fafca5,8fd3cf51-7718-4f8e-98fb-d4ecb6b7ce98,c8b8079e-f18e-4d25-b88e-fef085283385,order_paid,2025-11-05 22:11:33.470512 UTC,Davi Lucas Alves,amandaandrade@example.com,Correia de Porto,SP,185.89,2
1b210563-4a7b-4715-99be-cfddcdbb50fa,8fd3cf51-7718-4f8e-98fb-d4ecb6b7ce98,c8b8079e-f18e-4d25-b88e-fef085283385,order_shipped,2025-11-06 08:11:33.470512 UTC,Clara Aparecida,erick28@example.org,Farias,SP,,3
d4d78bfb-4f5e-4c2b-8256-b2dc77eb5926,8fd3cf51-7718-4f8e-98fb-d4ecb6b7ce98,c8b8079e-f18e-4d25-b88e-fef085283385,order_delivered,2025-11-07 20:11:33.470512 UTC,Maria Alice Correia,guilherme88@example.com,da Mota,SP,,4
7d3aa9c7-0557-44f2-8432-a5bc83a22caa,c63d37b5-0123-41b3-bd3e-aa3ddeeea570,824c949e-a097-426e-a641-e2c5eec2da03,order_created,2025-11-06 12:11:33.470512 UTC,Dra. Stella Monteiro,pastorstella@example.com,Martins,BA,,1
99bac2ca-b819-4cda-93d7-bcb47ffad17e,c63d37b5-0123-41b3-bd3e-aa3ddeeea570,824c949e-a097-426e-a641-e2c5eec2da03,order_paid,2025-11-06 14:11:33.470512 UTC,Yuri Moreira,correiacaleb@example.com,Melo,BA,203.14,2
d1811ef6-7f4e-4ff0-8aeb-a1871d19c220,c63d37b5-0123-41b3-bd3e-aa3ddeeea570,824c949e-a097-426e-a641-e2c5eec2da03,order_shipped,2025-11-07 00:11:33.470512 UTC,Ana Clara Alves,xvargas@example.org,Pastor,BA,,3
10207874-6853-4a13-8e0e-b57899f6aeba,c63d37b5-0123-41b3-bd3e-aa3ddeeea570,824c949e-a097-426e-a641-e2c5eec2da03,order_delivered,2025-11-08 12:11:33.470512 UTC,Dra. Rafaela Jesus,gda-paz@example.com,Andrade,BA,,4
1888e3ea-82d2-485c-afd1-464a2f087be2,26165d43-2ab0-401c-8b42-3ca7a8fbe41b,25adf827-e17a-4db2-974c-8d76f0e9f605,order_created,2025-11-04 23:11:33.470512 UTC,Sra. Ayla Câmara,alexandrecostela@example.com,Freitas,RS,,1
72979afe-54fa-4aaa-aa48-09df7d869c9c,26165d43-2ab0-401c-8b42-3ca7a8fbe41b,25adf827-e17a-4db2-974c-8d76f0e9f605,order_paid,2025-11-05 01:11:33.470512 UTC,Alice Viana,ncamargo@example.com,Nunes da Praia,RS,154.27,2
b336f1ce-9def-4659-9ce2-c25191fbf008,26165d43-2ab0-401c-8b42-3ca7a8fbe41b,25adf827-e17a-4db2-974c-8d76f0e9f605,order_shipped,2025-11-05 11:11:33.470512 UTC,Dra. Nicole Farias,lda-cunha@example.com,Câmara de Monteiro,RS,,3
0d157e66-f2b6-4abd-8ce7-4b60557ad0b8,26165d43-2ab0-401c-8b42-3ca7a8fbe41b,25adf827-e17a-4db2-974c-8d76f0e9f605,order_delivered,2025-11-06 23:11:33.470512 UTC,Srta. Aurora Fonseca,paulo07@example.com,Ramos de da Costa,RS,,4
64f9a192-33a6-4ab3-85f7-c36bf50d046d,de51c531-70e1-4ef9-9de5-50079e66ae44,2325c14e-3816-4ba6-98d6-14eb17c8c3d4,order_created,2025-11-05 07:11:22.318585 UTC,Henry Gabriel Rodrigues,monteirocaue@example.org,Albuquerque do Norte,SP,,1
b3abc054-7b3d-4403-a126-d4c33f96fb0e,de51c531-70e1-4ef9-9de5-50079e66ae44,2325c14e-3816-4ba6-98d6-14eb17c8c3d4,order_paid,2025-11-05 09:11:22.318585 UTC,Sr. Noah Novaes,luizarocha@example.com,Novais,SP,342.93,2
456041ea-8093-4360-80b0-80f2ba2dc480,de51c531-70e1-4ef9-9de5-50079e66ae44,2325c14e-3816-4ba6-98d6-14eb17c8c3d4,order_shipped,2025-11-05 19:11:22.318585 UTC,Vinicius Pires,rporto@example.net,Carvalho,SP,,3
17bf52a8-6846-4599-a879-350c49c70b88,de51c531-70e1-4ef9-9de5-50079e66ae44,2325c14e-3816-4ba6-98d6-14eb17c8c3d4,order_delivered,2025-11-07 07:11:22.318585 UTC,Enrico Freitas,da-cunhaaugusto@example.org,das Neves,SP,,4
529d3ae8-1686-407f-b346-1a75b09a4317,21c3b47e-e625-4f89-9ce4-e6c76546052b,aa3e331a-44a3-4ded-ad0b-726102e38c5b,order_created,2025-11-05 19:11:22.318585 UTC,Dra. Liz Porto,mayacamara@example.org,Pastor de Goiás,SP,,1
b50be690-6e7e-42f6-9562-588056d34ca5,21c3b47e-e625-4f89-9ce4-e6c76546052b,aa3e331a-44a3-4ded-ad0b-726102e38c5b,order_paid,2025-11-05 21:11:22.318585 UTC,Bárbara Fonseca,augusto60@example.com,Casa Grande,SP,88.27,2
050a6544-5ed4-4636-830e-7d578dd60ec2,21c3b47e-e625-4f89-9ce4-e6c76546052b,aa3e331a-44a3-4ded-ad0b-726102e38c5b,order_shipped,2025-11-06 07:11:22.318585 UTC,Theo Machado,qalbuquerque@example.org,Montenegro de Cardoso,SP,,3
343a4a42-3b26-4660-becd-04583d02fce1,21c3b47e-e625-4f89-9ce4-e6c76546052b,aa3e331a-44a3-4ded-ad0b-726102e38c5b,order_delivered,2025-11-07 19:11:22.318585 UTC,Otávio Sampaio,caldeiraolivia@example.com,Barros do Norte,SP,,4
353837d7-6dde-46af-9ed6-f24e628519d0,959d6e36-27bf-4e88-bb5b-997f109618e7,b3be01ba-f0e0-42d8-9767-dcba8d9dcdff,order_created,2025-11-05 06:11:22.318585 UTC,Juan Cardoso,viniciuscirino@example.net,Araújo da Serra,RJ,,1
7abc9ddf-50ce-4614-b5d0-a99d41bd2457,959d6e36-27bf-4e88-bb5b-997f109618e7,b3be01ba-f0e0-42d8-9767-dcba8d9dcdff,order_paid,2025-11-05 08:11:22.318585 UTC,Dra. Carolina Campos,martinsagatha@example.net,Vasconcelos,RJ,211.06,2
a6c0f614-34fb-4488-a836-b8344631bd3e,959d6e36-27bf-4e88-bb5b-997f109618e7,b3be01ba-f0e0-42d8-9767-dcba8d9dcdff,order_shipped,2025-11-05 18:11:22.318585 UTC,Ana Beatriz Pinto,marquesotto@example.com,Sousa de Rezende,RJ,,3
96081105-032f-4305-b3dc-9ed2061b599d,959d6e36-27bf-4e88-bb5b-997f109618e7,b3be01ba-f0e0-42d8-9767-dcba8d9dcdff,order_delivered,2025-11-07 06:11:22.318585 UTC,Rafael Novaes,nathan65@example.net,Sampaio de Cunha,RJ,,4
3a123b02-a351-4c31-a47f-c594c8752a57,bdecf927-fd5a-487b-b22f-8416dccf1e6a,74053f8d-28ac-470e-acb6-d0e39af6c572,order_created,2025-11-06 15:13:14.619267 UTC,Maitê Rocha,aparecidaaurora@example.org,Jesus,RJ,,1
bb497e0d-228d-4451-8374-77f1de5bbfb0,bdecf927-fd5a-487b-b22f-8416dccf1e6a,74053f8d-28ac-470e-acb6-d0e39af6c572,order_paid,2025-11-06 17:13:14.619267 UTC,Alícia Costela,maria-luiza59@example.org,Silveira da Mata,RJ,231.02,2
6dc6382b-3aed-4d34-948c-873b099759f2,bdecf927-fd5a-487b-b22f-8416dccf1e6a,74053f8d-28ac-470e-acb6-d0e39af6c572,order_shipped,2025-11-07 03:13:14.619267 UTC,Lucca Gomes,ifogaca@example.net,Rezende,RJ,,3
986189d5-fd90-48f1-9fd8-50d1f3f8f8b9,bdecf927-fd5a-487b-b22f-8416dccf1e6a,74053f8d-28ac-470e-acb6-d0e39af6c572,order_delivered,2025-11-08 15:13:14.619267 UTC,Vitor Gabriel Aragão,olivercunha@example.com,Azevedo do Campo,RJ,,4
8a21ea9c-78bd-4d09-945b-aeb6956e7a31,1c4b3989-b949-4106-b092-d2845e140a97,75c1144c-a300-499b-b24f-ba1ae79aa3dd,order_created,2025-11-06 17:13:14.622175 UTC,Carlos Eduardo Silveira,hcasa-grande@example.net,da Rosa de Costela,SP,,1
73c21b19-617e-4abd-80c2-c99ab1fb3be1,1c4b3989-b949-4106-b092-d2845e140a97,75c1144c-a300-499b-b24f-ba1ae79aa3dd,order_paid,2025-11-06 19:13:14.622175 UTC,Camila Barros,npires@example.net,Freitas,SP,134.28,2
37938075-75ec-4b9c-91bc-0afc961773af,1c4b3989-b949-4106-b092-d2845e140a97,75c1144c-a300-499b-b24f-ba1ae79aa3dd,order_shipped,2025-11-07 05:13:14.622175 UTC,Erick Freitas,isabela99@example.net,Macedo,SP,,3
478bbb04-f52d-44fa-b47b-fc09c22e11e2,1c4b3989-b949-4106-b092-d2845e140a97,75c1144c-a300-499b-b24f-ba1ae79aa3dd,order_delivered,2025-11-08 17:13:14.622175 UTC,Melina da Cruz,dpereira@example.org,Moraes do Norte,SP,,4
ff7a35ce-513b-4f89-af85-42f591066176,6876d0d4-d1b4-4a46-a694-04c93a5882af,64d4cbed-6053-48ec-954d-41de100ec161,order_created,2025-11-06 04:13:14.622175 UTC,Rodrigo Siqueira,cmoraes@example.com,Pinto de Dias,MG,,1
2bdccac3-4baa-4184-94af-220041630c84,6876d0d4-d1b4-4a46-a694-04c93a5882af,64d4cbed-6053-48ec-954d-41de100ec161,order_paid,2025-11-06 06:13:14.622175 UTC,Laura Campos,olivia52@example.com,Mendonça da Praia,MG,30.21,2
cb07c13d-67de-4053-8b48-b488538c6905,6876d0d4-d1b4-4a46-a694-04c93a5882af,64d4cbed-6053-48ec-954d-41de100ec161,order_shipped,2025-11-06 16:13:14.622175 UTC,Emanuella Rodrigues,ravi07@example.org,Montenegro,MG,,3
c70218fc-541d-4780-9efb-e7ed36441d92,6876d0d4-d1b4-4a46-a694-04c93a5882af,64d4cbed-6053-48ec-954d-41de100ec161,order_delivered,2025-11-08 04:13:14.622175 UTC,Dr. Diego Borges,dda-mata@example.com,Borges,MG,,4
14c8a03a-a6d5-4600-9d93-74576e6c3ddb,3da7f01d-df61-4067-a0b3-f6cea0f2e440,1aae1ec9-96c1-4ba0-9c41-de8cf2342dee,order_created,2025-11-04 22:11:55.980569 UTC,Luiz Miguel Alves,ninavasconcelos@example.org,das Neves,SP,,1
4f02477d-499e-4fc4-af16-4e45991571dc,3da7f01d-df61-4067-a0b3-f6cea0f2e440,1aae1ec9-96c1-4ba0-9c41-de8cf2342dee,order_paid,2025-11-05 00:11:55.980569 UTC,Anthony Câmara,joao-miguelaparecida@example.org,Garcia,SP,104.09,2
2f2140f6-3f6a-4a15-bfa9-039dec5ca878,3da7f01d-df61-4067-a0b3-f6cea0f2e440,1aae1ec9-96c1-4ba0-9c41-de8cf2342dee,order_shipped,2025-11-05 10:11:55.980569 UTC,Sabrina Correia,eloahsilva@example.org,Lima,SP,,3
1140df6b-3f55-4648-9f14-f1c6d9d5a4a7,3da7f01d-df61-4067-a0b3-f6cea0f2e440,1aae1ec9-96c1-4ba0-9c41-de8cf2342dee,order_delivered,2025-11-06 22:11:55.980569 UTC,Stephany Rios,almeidadavi-lucas@example.net,Pinto,SP,,4
8acc65c4-6536-49e3-b1f6-c9c4f0affdde,c78a6ae5-0dc4-4e96-a7ed-d1df5857999d,1c3ebcdf-b638-469b-acc9-2016041d610b,order_created,2025-11-06 06:11:55.980569 UTC,Ana Carolina Azevedo,goncalvesmathias@example.com,Silva Paulista,RS,,1
d65baabe-4ae6-4b14-a552-5eec7e351f72,c78a6ae5-0dc4-4e96-a7ed-d1df5857999d,1c3ebcdf-b638-469b-acc9-2016041d610b,order_paid,2025-11-06 08:11:55.980569 UTC,Leandro Cassiano,evelynnascimento@example.org,da Cruz,RS,183.5,2
00c80a0c-db04-4f56-98ef-9ebb90a5cf91,c78a6ae5-0dc4-4e96-a7ed-d1df5857999d,1c3ebcdf-b638-469b-acc9-2016041d610b,order_shipped,2025-11-06 18:11:55.980569 UTC,Emanuella Silveira,anthony85@example.net,Abreu do Campo,RS,,3
1bb568a7-77fe-437d-842b-c6279f6efc27,c78a6ae5-0dc4-4e96-a7ed-d1df5857999d,1c3ebcdf-b638-469b-acc9-2016041d610b,order_delivered,2025-11-08 06:11:55.980569 UTC,Helena Sousa,kfogaca@example.com,Sales,RS,,4
e8ec3d6f-b48e-4039-8909-1b4c12b6ab70,ec298f09-329a-4a8a-91f6-998739071eb5,02e67bea-b4ef-4619-9b41-53bf582c0789,order_created,2025-11-05 20:11:55.980569 UTC,Ana Luiza da Mata,jpires@example.org,Mendonça,SP,,1
df90f6b9-bd7b-4397-bbd1-6b0b9e987426,ec298f09-329a-4a8a-91f6-998739071eb5,02e67bea-b4ef-4619-9b41-53bf582c0789,order_paid,2025-11-05 22:11:55.980569 UTC,Heloisa Lima,riosbenjamin@example.org,Gonçalves,SP,257.82,2
ebdbeaf3-c29f-4dec-92e0-4cec76ae669f,ec298f09-329a-4a8a-91f6-998739071eb5,02e67bea-b4ef-4619-9b41-53bf582c0789,order_shipped,2025-11-06 08:11:55.980569 UTC,Henry Rodrigues,hmontenegro@example.org,Ferreira do Galho,SP,,3
8c7bb9cc-32d6-4f65-9b42-b934e28f759f,ec298f09-329a-4a8a-91f6-998739071eb5,02e67bea-b4ef-4619-9b41-53bf582c0789,order_delivered,2025-11-07 20:11:55.980569 UTC,Vinícius da Mota,juliana82@example.com,Teixeira,SP,,4
c27fe18c-074c-4772-8360-5c75ee6d5c40,f4b9a907-bf49-41fd-a686-ac868f40b911,8dc626d4-4a4f-4b6a-b10d-84017557e9e1,order_created,2025-11-06 00:12:23.697399 UTC,Ana Vitória Borges,luiza01@example.com,Camargo do Sul,RJ,,1
de925e3c-69c9-4198-a63e-9032cdcf0af7,f4b9a907-bf49-41fd-a686-ac868f40b911,8dc626d4-4a4f-4b6a-b10d-84017557e9e1,order_paid,2025-11-06 02:12:23.697399 UTC,Josué Santos,costaantony@example.net,Pastor,RJ,186.28,2
59d630ca-55bb-4b82-a0d3-3a5f81304ed7,f4b9a907-bf49-41fd-a686-ac868f40b911,8dc626d4-4a4f-4b6a-b10d-84017557e9e1,order_shipped,2025-11-06 12:12:23.697399 UTC,Antonella Fernandes,isabellyaragao@example.org,Aparecida Paulista,RJ,,3
86736b85-3a9c-4958-b291-810253fb996c,f4b9a907-bf49-41fd-a686-ac868f40b911,8dc626d4-4a4f-4b6a-b10d-84017557e9e1,order_delivered,2025-11-08 00:12:23.697399 UTC,Asafe Casa Grande,fda-rosa@example.net,Ferreira,RJ,,4
b5a0c25a-5503-4334-b3af-2b3462e26120,0aa45986-c5ac-466d-b012-913cc303d9fc,04b14112-6b72-4196-8a1e-73835da0e33e,order_created,2025-11-05 18:12:23.697399 UTC,Augusto Guerra,catarina72@example.com,Siqueira da Praia,MG,,1
27e1f40d-a476-41d4-b534-a6d60ad93137,0aa45986-c5ac-466d-b012-913cc303d9fc,04b14112-6b72-4196-8a1e-73835da0e33e,order_paid,2025-11-05 20:12:23.697399 UTC,Samuel Ramos,ysilva@example.org,Barbosa,MG,58.3,2
f1ebd1a2-395e-4533-9069-b5094a15f912,0aa45986-c5ac-466d-b012-913cc303d9fc,04b14112-6b72-4196-8a1e-73835da0e33e,order_shipped,2025-11-06 06:12:23.697399 UTC,Dra. Heloisa Ramos,thales73@example.com,da Mata do Norte,MG,,3
d696bb18-6704-4f88-82b8-28c2a4dfc1ca,0aa45986-c5ac-466d-b012-913cc303d9fc,04b14112-6b72-4196-8a1e-73835da0e33e,order_delivered,2025-11-07 18:12:23.697399 UTC,Erick Caldeira,ana-sophia85@example.net,Rios de Barbosa,MG,,4
eebf35e1-62a9-418f-bdca-f1dbd4bc9268,64c2aec0-4160-4931-8c94-a25516b300e8,a707dcc4-c1f2-46cd-aadb-f45cf3541c42,order_created,2025-11-05 21:12:23.697399 UTC,Matteo Viana,jnogueira@example.net,Ramos de Carvalho,MG,,1
a8dbd2ad-0f75-40f0-a496-79635e412224,64c2aec0-4160-4931-8c94-a25516b300e8,a707dcc4-c1f2-46cd-aadb-f45cf3541c42,order_paid,2025-11-05 23:12:23.697399 UTC,Luiz Henrique Barbosa,da-costadaniel@example.org,Pires,MG,190.06,2
08b5cfeb-b234-43c4-a3cb-adbe1b247919,64c2aec0-4160-4931-8c94-a25516b300e8,a707dcc4-c1f2-46cd-aadb-f45cf3541c42,order_shipped,2025-11-06 09:12:23.697399 UTC,Alana Macedo,maria-sophiaborges@example.org,da Luz,MG,,3
da0cf4f5-b6c7-4c42-8fae-3705c02a8778,64c2aec0-4160-4931-8c94-a25516b300e8,a707dcc4-c1f2-46cd-aadb-f45cf3541c42,order_delivered,2025-11-07 21:12:23.697399 UTC,Levi Pastor,das-neveslara@example.com,Mendes Alegre,MG,,4
6eb0adaf-2ad9-4cb4-985a-8c709f56f13b,40a44742-93c9-43ad-8790-f686b9cf3e17,baa0ef6b-a363-410c-9304-e55b3f2991cb,order_created,2025-11-04 18:13:47.503942 UTC,Juliana Cassiano,correiadavi-lucas@example.com,Ramos,BA,,1
0aab24c0-b849-448b-9ccc-c4efaaf732a3,40a44742-93c9-43ad-8790-f686b9cf3e17,baa0ef6b-a363-410c-9304-e55b3f2991cb,order_paid,2025-11-04 20:13:47.503942 UTC,Camila da Costa,daniel67@example.net,Mendes de Câmara,BA,350.84,2
